dim,name,rmse,mae
0,001001,7.855773988453585,6.539045191364925
1,001002,16.751687744204737,9.761904724472823
2,001003,9.454622346750613,7.0090946003469226
3,001004,7.632340418650055,6.090396591050795
4,001005,21.768613537908273,13.247356810814086
5,001006,8.058123268400998,5.888494524128629
6,001007,11.667425394246001,8.05429701469399
7,001008,9.119352870550445,7.966171289360679
8,001009,12.966413147804998,7.754896932614629
9,001010,17.085277432500167,10.694228505494427
10,001011,12.786716572781106,8.8609681364178
11,001012,8.40397059789248,6.749252079000394
12,001013,14.924363136534218,8.014803031755603
13,001014,,
14,001015,13.512579368876734,8.22563467425672
15,001016,9.235789043985912,5.731234105025982
16,001017,13.995129199828233,9.500000092722253
17,001018,17.12926222936761,11.898019105550256
18,001019,15.891744900501601,12.469137713231305
19,001020,11.794331127016328,9.470300738120178
20,001021,16.386051529503124,10.328256794537062
21,001022,16.30327765948356,11.638935001385134
22,001023,10.0841018604474,8.121754396369079
23,001024,12.28770482547616,9.475881832175917
24,001025,19.02791364484217,7.329935669320026
25,001026,,
26,001027,10.201746419827353,8.529033466379195
27,001028,8.65409722493857,7.273375935458439
28,001029,18.14076688138975,14.406313209478194
29,001030,12.11939254503522,8.924165267660069
30,001031,12.468501652255956,8.806388218256517
31,001032,10.33999438906873,7.891687633047081
32,001033,15.353179334299375,10.328498702205778
33,001034,22.338482458274896,15.787296955302812
34,001035,,
35,001036,12.91202185851745,9.341709392886534
