dim,name,rmse,mae
0,001001,10.753522438279779,8.805782751402552
1,001002,16.75168790358296,9.761904761904763
2,001003,10.983802935458936,9.17113170558494
3,001004,10.566706697468144,8.996264142157973
4,001005,20.028865189538067,12.883099419361098
5,001006,8.400304045239828,7.283265691155514
6,001007,13.75070812161284,9.565498409976618
7,001008,9.557262876329489,7.492200584851518
8,001009,15.712424547408009,12.172861067940723
9,001010,18.898571140535328,13.160662477300628
10,001011,14.300497222814068,9.918791624278702
11,001012,8.788492236948258,6.829397325829467
12,001013,17.930177083233268,10.745364905322013
13,001014,,
14,001015,16.354574739141782,10.525825486481208
15,001016,14.532084316930426,9.445872238495955
16,001017,13.995129022757753,9.5
17,001018,20.77744622241961,15.546379639857586
18,001019,18.05168505088382,14.387892342620082
19,001020,11.921661645703697,8.83232720956453
20,001021,16.920687954548512,9.961568976162807
21,001022,16.84100122108948,10.836984421833924
22,001023,9.818633872549931,8.541282675483506
23,001024,16.649933700781954,13.145093844407084
24,001025,19.877505609830944,9.760650836922164
25,001026,,
26,001027,15.502903036312032,13.675688717255058
27,001028,7.2743852500152295,5.818504220097776
28,001029,18.17692605660344,14.733340222961855
29,001030,18.026340360421365,14.032776402033264
30,001031,14.438238807460923,10.528657056095744
31,001032,15.282550894571871,12.005773928645928
32,001033,24.639480843387773,18.114685423290986
33,001034,26.993325311190084,20.604890299313368
34,001035,,
35,001036,13.962323700862331,10.680049255190399
