dim,name,rmse,mae
0,001001,17.35336751109377,14.531490268893885
1,001002,33.41170972869737,31.592083668889245
2,001003,18.941715379654575,15.010553780264933
3,001004,29.30112464050346,25.5267433324161
4,001005,31.21272554019031,27.299938893478835
5,001006,19.252528458219082,17.166598212358945
6,001007,11.312243921110925,9.496879822799087
7,001008,38.51172092137116,29.009904485354166
8,001009,17.65070674493296,16.07864768569273
9,001010,41.18151677490534,30.43240792501294
10,001011,33.17575691909731,24.853360997564057
11,001012,20.12571012074668,19.3639606332812
12,001013,19.220837499508118,17.05204106246006
13,001014,,
14,001015,14.189762221791263,11.638100711354355
15,001016,33.46978015038997,27.690761516681516
16,001017,46.25200849623639,36.8826758617443
17,001018,40.721152450625326,31.628962869600155
18,001019,37.71734605849625,30.55296924243291
19,001020,10.477067738292874,8.765152171335378
20,001021,41.80208359032669,33.22707237297753
21,001022,18.522305864533866,16.257088798266206
22,001023,13.869773794986127,10.704707934676465
23,001024,12.619827552660388,9.621648602642003
24,001025,30.4981888907086,20.124592785403646
25,001026,69.51219265635848,69.51219265635848
26,001027,18.165313377858556,15.801159146915724
27,001028,18.30559130639227,15.169756406398335
28,001029,20.884433070755275,17.35530254819484
29,001030,19.1157540173025,15.775295986795891
30,001031,21.5725902439641,17.985895550010813
31,001032,17.5699332891877,14.299670257981424
32,001033,31.631851906740014,21.334033357082433
33,001034,41.05866386543547,33.714008646830486
34,001035,,
35,001036,28.43158989736687,22.908576485792125
