6.063393950462341309e-01,3.483135104179382324e-01,2.364668548107147217e-01,5.915008783340454102e-01,4.594204425811767578e-01,4.626008570194244385e-01,3.540225923061370850e-01,3.865317106246948242e-01,5.677378773689270020e-01,7.954375147819519043e-01,5.471502542495727539e-01,2.046991586685180664e-01,4.946749806404113770e-01,5.266202688217163086e-01,1.103009581565856934e-01
5.640190243721008301e-01,1.166185498237609863e+00,2.395548969507217407e-01,6.957219839096069336e-01,9.109106063842773438e-01,4.227768182754516602e-01,2.748756110668182373e-01,7.430750131607055664e-01,5.041616559028625488e-01,8.845890164375305176e-01,1.348354935646057129e+00,2.520657181739807129e-01,4.769334793090820312e-01,1.154497504234313965e+00,1.106999814510345459e-01
8.901619911193847656e-01,1.852926611900329590e+00,2.424620687961578369e-01,8.608037233352661133e-01,1.701646447181701660e+00,4.159515798091888428e-01,4.894610941410064697e-01,1.071029305458068848e+00,4.650009274482727051e-01,1.165936231613159180e+00,2.382655382156372070e+00,2.689386308193206787e-01,8.115220069885253906e-01,1.747759580612182617e+00,1.433974504470825195e-01
1.351407170295715332e+00,2.905130624771118164e+00,3.154496550559997559e-01,1.295997619628906250e+00,2.723984241485595703e+00,4.532387256622314453e-01,7.779823541641235352e-01,1.687495231628417969e+00,4.465689361095428467e-01,1.781193137168884277e+00,3.778207302093505859e+00,4.164161980152130127e-01,1.254646658897399902e+00,2.728731632232666016e+00,1.951107382774353027e-01
2.121521711349487305e+00,4.555289268493652344e+00,4.867162704467773438e-01,1.988895058631896973e+00,4.269258975982666016e+00,6.007628440856933594e-01,1.222095370292663574e+00,2.631474018096923828e+00,4.728587269783020020e-01,2.740878582000732422e+00,5.960469245910644531e+00,7.322148680686950684e-01,1.983348608016967773e+00,4.281436443328857422e+00,3.770666420459747314e-01
3.303051471710205078e+00,7.083471775054931641e+00,9.869014024734497070e-01,3.100407600402832031e+00,6.661686420440673828e+00,1.015857696533203125e+00,1.916775345802307129e+00,4.111413478851318359e+00,6.056219935417175293e-01,4.284916877746582031e+00,9.173579216003417969e+00,1.577499032020568848e+00,3.083367586135864258e+00,6.642249584197998047e+00,7.977520227432250977e-01
5.150191307067871094e+00,1.095670318603515625e+01,2.154455184936523438e+00,4.831613063812255859e+00,1.019273567199707031e+01,2.004327535629272461e+00,2.992651224136352539e+00,6.399447441101074219e+00,9.715788960456848145e-01,6.600847721099853516e+00,1.415506172180175781e+01,3.518884181976318359e+00,4.811758995056152344e+00,1.031910896301269531e+01,1.879328966140747070e+00
7.928208351135253906e+00,1.648014259338378906e+01,5.042394638061523438e+00,7.408771038055419922e+00,1.551440143585205078e+01,4.553713798522949219e+00,4.667332172393798828e+00,9.911118507385253906e+00,1.948854923248291016e+00,1.007745456695556641e+01,2.047258186340332031e+01,8.210376739501953125e+00,7.423974990844726562e+00,1.555624866485595703e+01,4.376256942749023438e+00
1.197406768798828125e+01,2.363742446899414062e+01,1.157803726196289062e+01,1.115310287475585938e+01,2.220476531982421875e+01,1.019788932800292969e+01,7.270972251892089844e+00,1.502575683593750000e+01,4.190329551696777344e+00,1.472069072723388672e+01,2.733131408691406250e+01,1.827767562866210938e+01,1.125294780731201172e+01,2.252159118652343750e+01,1.019466209411621094e+01
1.694700241088867188e+01,2.903538322448730469e+01,2.415650749206542969e+01,1.601754951477050781e+01,2.840090751647949219e+01,2.166950035095214844e+01,1.091778087615966797e+01,2.177778244018554688e+01,9.671264648437500000e+00,1.963714218139648438e+01,2.871322631835937500e+01,3.447612762451171875e+01,1.613429641723632812e+01,2.858569335937500000e+01,2.171874046325683594e+01
2.113975143432617188e+01,2.563024902343750000e+01,4.282930374145507812e+01,2.051632308959960938e+01,2.718921279907226562e+01,3.890192413330078125e+01,1.574458789825439453e+01,2.812680625915527344e+01,2.091579246520996094e+01,2.154422950744628906e+01,1.673515892028808594e+01,5.123567581176757812e+01,2.065599632263183594e+01,2.693500709533691406e+01,3.971802520751953125e+01
2.067760848999023438e+01,7.400840282440185547e+00,5.418048095703125000e+01,2.106609344482421875e+01,1.122067165374755859e+01,5.317859649658203125e+01,2.039397621154785156e+01,2.748768615722656250e+01,3.814198684692382812e+01,1.710805702209472656e+01,-4.456716537475585938e+00,5.264748001098632812e+01,2.115011405944824219e+01,1.088541126251220703e+01,5.351617050170898438e+01
1.325436401367187500e+01,-1.132975482940673828e+01,4.866320037841796875e+01,1.484734153747558594e+01,-8.063149452209472656e+00,5.056917572021484375e+01,2.121838951110839844e+01,1.257351970672607422e+01,5.353720092773437500e+01,8.132506370544433594e+00,-1.586860179901123047e+01,4.247197341918945312e+01,1.476278400421142578e+01,-9.159593582153320312e+00,5.029254913330078125e+01
3.845811843872070312e+00,-1.739897727966308594e+01,3.851107788085937500e+01,5.447078704833984375e+00,-1.661870193481445312e+01,4.004557800292968750e+01,1.529644298553466797e+01,-7.572854995727539062e+00,5.094031524658203125e+01,-5.373430848121643066e-01,-1.750333595275878906e+01,3.517697143554687500e+01,5.164468288421630859e+00,-1.693754196166992188e+01,3.995055389404296875e+01
-3.549387454986572266e+00,-1.713232994079589844e+01,3.399601364135742188e+01,-2.229866266250610352e+00,-1.692119598388671875e+01,3.454515838623046875e+01,5.788251399993896484e+00,-1.638871383666992188e+01,4.037242889404296875e+01,-6.086970806121826172e+00,-1.614911460876464844e+01,3.360623931884765625e+01,-2.514071464538574219e+00,-1.712429428100585938e+01,3.445506668090820312e+01
-7.997980117797851562e+00,-1.521374225616455078e+01,3.395107269287109375e+01,-7.127083778381347656e+00,-1.533066558837890625e+01,3.365275573730468750e+01,-2.035127401351928711e+00,-1.693327522277832031e+01,3.481591415405273438e+01,-9.326013565063476562e+00,-1.380130672454833984e+01,3.446020507812500000e+01,-7.423307418823242188e+00,-1.539982032775878906e+01,3.396035385131835938e+01
-1.018230819702148438e+01,-1.227326965332031250e+01,3.535119628906250000e+01,-9.655151367187500000e+00,-1.279974555969238281e+01,3.473535919189453125e+01,-6.969668388366699219e+00,-1.526722908020019531e+01,3.383586120605468750e+01,-1.047682952880859375e+01,-1.037237358093261719e+01,3.580355072021484375e+01,-9.875818252563476562e+00,-1.270540428161621094e+01,3.503998565673828125e+01
-1.052418708801269531e+01,-8.633504867553710938e+00,3.612184524536132812e+01,-1.033667182922363281e+01,-9.416760444641113281e+00,3.564018630981445312e+01,-9.593094825744628906e+00,-1.268609333038330078e+01,3.486524581909179688e+01,-1.009289455413818359e+01,-6.872086524963378906e+00,3.572303390502929688e+01,-1.041206359863281250e+01,-9.086389541625976562e+00,3.601484680175781250e+01
-9.458990097045898438e+00,-5.080601215362548828e+00,3.528725814819335938e+01,-9.624521255493164062e+00,-6.070025920867919922e+00,3.514389801025390625e+01,-1.028723144531250000e+01,-9.395062446594238281e+00,3.565395355224609375e+01,-8.636531829833984375e+00,-3.812788486480712891e+00,3.412414169311523438e+01,-9.582382202148437500e+00,-5.657967567443847656e+00,3.537813186645507812e+01
