dim,name,rmse,mae
0,dim_0,4.452419120230663,3.1761707494414133
1,dim_1,12.47798007389755,11.362419766030758
2,dim_2,4.996263020917767,4.1522324242621576
3,dim_3,4.609626720457372,3.1534486255432777
4,dim_4,8.06188195118462,7.448214238858246
5,dim_5,8.820521190586039,5.79361996707757
6,dim_6,4.0174408946323,3.3200861273799007
7,dim_7,8.025372130737182,7.26520465563375
8,dim_8,6.55183201325091,5.085151249312918
9,dim_9,3.5541462281693432,2.947826517331466
10,dim_10,6.820606350741325,4.962999729539327
11,dim_11,7.895087978019288,5.740591738636828
12,dim_12,5.130413437649932,3.749379652644497
13,dim_13,6.6725927515380965,6.156435303378517
14,dim_14,5.580670272622891,4.134998756998798
