dim,name,rmse,mae
0,001001,13.402549176076207,11.223125960602443
1,001002,16.75168790358296,9.761904761904763
2,001003,11.16376384683628,8.743990282640132
3,001004,10.340326985571139,9.082365325820065
4,001005,17.869872428560246,11.77929343973391
5,001006,11.679249654434454,6.925647993414979
6,001007,9.85453282122109,7.624931809661459
7,001008,9.292232746533847,7.532368304209542
8,001009,24.28211667571008,21.075171904122012
9,001010,17.23780716497024,11.842152456622047
10,001011,13.235104138470078,10.144540199195532
11,001012,5.087216484457708,4.176881141107024
12,001013,13.888998280606854,9.254537423369255
13,001014,,
14,001015,13.778085002945932,9.520956251839138
15,001016,9.247291632493491,6.149314036245961
16,001017,13.995129022757753,9.5
17,001018,16.942793788475594,12.334339543927909
18,001019,19.61798578132979,15.124120372952035
19,001020,11.028488160428779,8.798446851350606
20,001021,16.344917756334166,11.125522818197695
21,001022,20.064983573469263,13.738514247754736
22,001023,10.221672896284433,7.5364444036348175
23,001024,18.268471446018204,14.13993483285528
24,001025,19.16529087055084,7.818084728306284
25,001026,,
26,001027,16.52826534574098,13.936793663034294
27,001028,7.869785660412715,6.369212136397279
28,001029,20.8168982860494,16.46379771918058
29,001030,18.149946644113964,15.10297927265521
30,001031,15.034603505579982,10.644947265079312
31,001032,12.065373642914292,9.840525309635284
32,001033,30.428099946109292,22.249342192881084
33,001034,38.29672621054355,29.533576270342223
34,001035,,
35,001036,17.87162443407749,12.954661306354865
