dim,name,rmse,mae
0,001001,7.1515889832441735,5.959320230126413
1,001002,17.866245011617643,12.129348468261941
2,001003,11.654343094885554,9.080929299890583
3,001004,7.0388315916339055,5.769213222279294
4,001005,17.446737186795414,12.844663645497986
5,001006,9.676485827301859,7.08362811491314
6,001007,8.761514385065013,6.829238595118331
7,001008,17.488456991638184,10.715346591361966
8,001009,10.459709153505585,7.050475584578691
9,001010,15.540565914608553,9.683322576324345
10,001011,12.017859346601437,8.502199993838666
11,001012,7.1066307976426355,5.528323400492131
12,001013,15.900273844466598,11.461068297951783
13,001014,,
14,001015,12.141364976960718,8.0962576556101
15,001016,9.317727369606033,6.919916774426781
16,001017,16.16696867300076,12.443291286243381
17,001018,14.875452852209817,11.612233319990153
18,001019,21.863461005363774,18.16483117661501
19,001020,15.288541200879246,12.36795145165001
20,001021,15.839116266048126,9.678546521706549
21,001022,14.535832677692053,10.12121550230869
22,001023,14.083653950143857,11.90322054385261
23,001024,13.659828602930695,11.7690024935333
24,001025,24.628435083319914,10.690930534841236
25,001026,74.94500686522133,74.94500686522133
26,001027,8.819078677044825,7.532429136311161
27,001028,15.066082397830858,12.125071776460874
28,001029,18.92431317803574,14.544327353334346
29,001030,12.896153204626987,10.77958790385008
30,001031,15.504527853088824,11.17880922922169
31,001032,10.366971846830952,8.370074631797477
32,001033,17.598792716182878,13.137917993359244
33,001034,24.076652029960165,17.83320075400273
34,001035,,
35,001036,11.784815107797233,8.111862653655518
